ts,temp,hum,light,airq,pm25,pm10
1684,1536575521,24.8,60,442.3,183,5,6
1685,1536575819,24.9,60.1,441,178.3,5,6
1686,1536576118,24.9,60.1,438.5,177.5,5,6
1687,1536576417,24.9,60,436,177.5,5,6
1688,1536576715,24.9,59.9,444.8,171.5,5,6
1689,1536577014,24.9,59.7,438.5,171.3,5,6
1690,1536577313,24.9,59.6,437.2,167.6,5,6
1691,1536577611,25,59.5,430.9,167,5,6
1692,1536577910,24.9,59.5,428.4,160.6,5,6
1693,1536578208,24.9,59.5,427.1,157.4,5,6
1694,1536578507,24.9,59.5,425.9,160.7,5,6
1695,1536578806,24.9,59.3,58.5,151.3,5,6
1696,1536579105,24.9,59.2,56.6,148.8,5,6
1697,1536579403,24.9,59.1,58.5,147.3,5,6
1698,1536579701,24.9,59.1,60.6,143.1,5,6
1699,1536579999,24.9,59.2,61.5,139.7,5,6
1700,1536580299,24.8,59.4,438.5,142.9,3,4
1701,1536580597,24.8,59.6,423.4,138.5,3,4
1702,1536580896,24.8,59.6,427.1,136.9,3,4
1703,1536581194,24.8,59.5,425.9,138.8,3,4
